Project_ID,Construction_Year,City,Plot_Area_sqft,Builtup_Area_sqft,Number_of_Floors,House_Type,Construction_Quality,Bedroom_Count,Bathroom_Count,Hall_Count,Kitchen_Count,Foundation_Type,Steel_Quantity_kg,Cement_Bags,Sand_Quantity_m3,Aggregate_Quantity_m3,Brick_Quantity,Electrical_Points,Plumbing_Points,Mason_Labour_Days,Carpenter_Labour_Days,Electrician_Labour_Days,Plumber_Labour_Days,Cement_Rate_per_Bag,Steel_Rate_per_kg,Sand_Rate_per_m3,Brick_Rate_per_1000,Material_Cost,Labour_Cost,Total_Estimated_Cost
142,2017,Madurai,2506,2005,3,Residential,Luxury,2,2,1,1,RCC,9022,661,30.07,24.06,16040,73,29,80,50,25,22,392,71,2590,8522,16065824.4,6478155.0,25912620.0
143,2019,Madurai,3465,2772,1,Residential,Premium,3,3,1,1,RCC,12474,914,41.58,33.26,22176,86,23,110,69,34,30,414,77,2505,7699,16098500.88,6491331.0,25965324.0
144,2012,Tiruppur,2855,2284,1,Residential,Luxury,3,3,1,1,RCC,10278,753,34.26,27.41,18272,66,12,91,57,28,25,427,69,2496,11771,13713318.72,5529564.0,22118256.0
145,2019,Madurai,1076,861,3,Residential,Standard,1,1,1,1,RCC,3874,284,12.91,10.33,6888,37,26,34,21,10,9,378,65,1580,10702,3561647.04,1436148.0,5744592.0
146,2012,Erode,2773,2219,1,Residential,Luxury,2,2,1,1,RCC,9985,732,33.28,26.63,17752,63,14,88,55,27,24,423,80,1636,11348,15106064.4,6091155.0,24364620.0
147,2018,Salem,1402,1122,3,Residential,Economy,4,4,1,1,RCC,5049,370,16.83,13.46,8976,54,12,44,28,14,12,420,73,2341,7478,3992973.6,1610070.0,6440280.0
148,2025,Coimbatore,3478,2783,2,Residential,Luxury,2,2,1,1,RCC,12523,918,41.74,33.4,22264,25,13,111,69,34,30,467,68,2158,11608,20063648.88,8090181.0,32360724.0
149,2023,Salem,3547,2838,3,Residential,Luxury,3,3,1,1,RCC,12771,936,42.57,34.06,22704,34,13,113,70,35,31,441,69,2502,7233,22740553.44,9169578.0,36678312.0
150,2026,Salem,1105,884,3,Residential,Premium,1,1,1,1,RCC,3978,291,13.26,10.61,7072,87,12,35,22,11,9,364,64,2051,8039,4561669.84,1839383.0,7357532.0
151,2026,Trichy,2732,2186,1,Residential,Premium,3,3,1,1,RCC,9837,721,32.79,26.23,17488,51,17,87,54,27,24,415,68,2065,9060,15525190.6,6260157.5,25040630.0
152,2022,Madurai,1268,1015,2,Residential,Premium,3,3,1,1,RCC,4567,334,15.22,12.18,8120,89,16,40,25,12,11,424,69,1616,11032,7208631.5,2906706.25,11626825.0
153,2014,Trichy,1603,1283,2,Residential,Premium,2,2,1,1,RCC,5773,423,19.25,15.4,10264,36,9,51,32,16,14,411,81,2335,10326,7866303.94,3171896.75,12687587.0
154,2011,Coimbatore,1253,1003,2,Residential,Economy,3,3,1,1,RCC,4513,330,15.04,12.04,8024,85,27,40,25,12,11,458,79,1323,11102,3233672.0,1303900.0,5215600.0
155,2011,Erode,2925,2340,3,Residential,Economy,2,2,1,1,RCC,10530,772,35.1,28.08,18720,83,28,93,58,29,26,457,63,1407,8485,9111024.0,3673800.0,14695200.0
156,2014,Tiruppur,1188,951,2,Residential,Economy,1,1,1,1,RCC,4279,313,14.26,11.41,7608,64,25,38,23,11,10,450,66,1818,8513,4233471.6,1707045.0,6828180.0
157,2011,Salem,3158,2527,1,Residential,Economy,3,3,1,1,RCC,11371,833,37.91,30.32,20216,30,11,101,63,31,28,459,71,2378,10314,11813219.6,4763395.0,19053580.0
158,2025,Tiruppur,3285,2628,1,Residential,Luxury,1,1,1,1,RCC,11826,867,39.42,31.54,21024,77,25,105,65,32,29,373,60,2519,10868,17362460.16,7000992.0,28003968.0
159,2010,Erode,2086,1669,1,Residential,Luxury,1,1,1,1,RCC,7510,550,25.04,20.03,13352,40,10,66,41,20,18,387,61,1464,10869,9685540.8,3905460.0,15621840.0
160,2015,Chennai,1090,872,2,Residential,Standard,5,4,1,1,RCC,3924,287,13.08,10.46,6976,71,30,34,21,10,9,448,62,1372,9401,5008488.96,2019552.0,8078208.0
161,2010,Chennai,3550,2840,2,Residential,Economy,3,3,1,1,RCC,12780,937,42.6,34.08,22720,26,28,113,71,35,31,447,77,1363,10186,9473104.0,3819800.0,15279200.0
162,2011,Madurai,2592,2074,2,Residential,Standard,5,4,1,1,RCC,9333,684,31.11,24.89,16592,72,26,82,51,25,23,453,72,2162,8363,12190142.4,4915380.0,19661520.0
163,2025,Salem,1741,1393,1,Residential,Standard,3,3,1,1,RCC,6268,459,20.89,16.72,11144,82,16,55,34,17,15,460,82,2360,9735,7814395.68,3150966.0,12603864.0
164,2014,Trichy,2496,1997,2,Residential,Premium,1,1,1,1,RCC,8986,659,29.95,23.96,15976,64,26,79,49,24,22,414,65,1971,10173,9335575.6,3764345.0,15057380.0
165,2010,Madurai,2925,2340,3,Residential,Luxury,2,2,1,1,RCC,10530,772,35.1,28.08,18720,58,16,93,58,29,26,414,63,2401,7346,17810020.8,7181460.0,28725840.0
166,2025,Madurai,2476,1981,1,Residential,Standard,5,4,1,1,RCC,8914,653,29.71,23.77,15848,35,25,79,49,24,22,430,73,1981,8641,9786456.96,3946152.0,15784608.0
167,2024,Erode,2197,1758,2,Residential,Economy,5,4,1,1,RCC,7911,580,26.37,21.1,14064,51,16,70,43,21,19,435,82,1219,10153,8022105.6,3234720.0,12938880.0
168,2017,Salem,3353,2683,3,Residential,Premium,1,1,1,1,RCC,12073,885,40.24,32.2,21464,58,24,107,67,33,29,401,73,2236,11827,13410814.52,5407586.5,21630346.0
169,2015,Tiruppur,2032,1626,1,Residential,Standard,2,2,1,1,RCC,7317,536,24.39,19.51,13008,62,19,65,40,20,18,433,76,1935,10297,6726176.64,2712168.0,10848672.0
170,2021,Tiruppur,3647,2918,1,Residential,Economy,2,2,1,1,RCC,13131,962,43.77,35.02,23344,38,19,116,72,36,32,440,72,1367,8279,14292364.0,5763050.0,23052200.0
171,2026,Trichy,2616,2093,3,Residential,Premium,1,1,1,1,RCC,9418,690,31.39,25.12,16744,27,11,83,52,26,23,364,64,2358,10983,12493870.48,5037851.0,20151404.0
172,2024,Tiruppur,2092,1674,2,Residential,Luxury,3,3,1,1,RCC,7533,552,25.11,20.09,13392,41,16,66,41,20,18,467,59,1893,8646,10723376.16,4323942.0,17295768.0
173,2011,Trichy,1925,1540,2,Residential,Economy,1,1,1,1,RCC,6930,508,23.1,18.48,12320,72,30,61,38,19,17,418,73,1331,11899,5136824.0,2071300.0,8285200.0
174,2017,Erode,3033,2427,1,Residential,Premium,1,1,1,1,RCC,10921,800,36.41,29.12,19416,36,29,97,60,30,26,424,70,1574,10672,15273111.0,6158512.5,24634050.0
175,2011,Madurai,1817,1454,2,Residential,Standard,2,2,1,1,RCC,6543,479,21.81,17.45,11632,70,9,58,36,18,16,430,58,1296,9112,6598833.6,2660820.0,10643280.0
176,2014,Madurai,3627,2902,3,Residential,Economy,4,4,1,1,RCC,13059,957,43.53,34.82,23216,25,14,116,72,36,32,446,81,1811,11831,10327637.6,4164370.0,16657480.0
177,2021,Madurai,3258,2607,3,Residential,Luxury,1,1,1,1,RCC,11731,860,39.1,31.28,20856,74,11,104,65,32,28,407,73,1977,8380,20365884.0,8212050.0,32848200.0
178,2016,Tiruppur,3258,2607,1,Residential,Economy,2,2,1,1,RCC,11731,860,39.1,31.28,20856,29,13,104,65,32,28,466,65,1359,10056,12478144.8,5031510.0,20126040.0
179,2012,Salem,1715,1372,2,Residential,Luxury,1,1,1,1,RCC,6174,452,20.58,16.46,10976,68,18,54,34,17,15,465,65,2177,7947,7961990.4,3210480.0,12841920.0
180,2015,Erode,2873,2299,1,Residential,Standard,3,3,1,1,RCC,10345,758,34.48,27.59,18392,82,25,91,57,28,25,378,72,1505,9182,9202253.28,3710586.0,14842344.0
181,2018,Trichy,3141,2513,2,Residential,Standard,2,2,1,1,RCC,11308,829,37.7,30.16,20104,62,18,100,62,31,27,462,63,1733,11022,9722294.4,3920280.0,15681120.0
182,2014,Trichy,1558,1247,2,Residential,Luxury,4,4,1,1,RCC,5611,411,18.7,14.96,9976,32,28,49,31,15,13,460,79,1632,11587,7988082.48,3221001.0,12884004.0
183,2021,Salem,3443,2755,2,Residential,Premium,1,1,1,1,RCC,12397,909,41.32,33.06,22040,58,15,110,68,34,30,390,61,1999,9370,15553958.6,6271757.5,25087030.0
184,2010,Salem,3127,2502,1,Residential,Premium,1,1,1,1,RCC,11259,825,37.53,30.02,20016,89,18,100,62,31,27,425,62,2107,7015,13315844.16,5369292.0,21477168.0
185,2011,Salem,3695,2956,2,Residential,Premium,2,2,1,1,RCC,13302,975,44.34,35.47,23648,52,16,118,73,36,32,433,63,1482,8475,20037127.76,8079487.0,32317948.0
186,2012,Trichy,3670,2936,1,Residential,Standard,2,2,1,1,RCC,13212,968,44.04,35.23,23488,88,16,117,73,36,32,382,64,1480,8574,12145175.04,4897248.0,19588992.0
187,2023,Tiruppur,2576,2061,1,Residential,Economy,1,1,1,1,RCC,9274,680,30.91,24.73,16488,32,24,82,51,25,22,463,69,1886,9308,10324785.6,4163220.0,16652880.0
188,2014,Tiruppur,3523,2819,1,Residential,Luxury,1,1,1,1,RCC,12685,930,42.28,33.83,22552,59,15,112,70,35,31,383,76,1951,7300,24853431.6,10021545.0,40086180.0
189,2026,Salem,1836,1469,3,Residential,Economy,3,3,1,1,RCC,6610,484,22.04,17.63,11752,34,11,58,36,18,16,405,80,1701,9629,6539400.4,2636855.0,10547420.0
190,2025,Salem,2952,2362,3,Residential,Premium,1,1,1,1,RCC,10629,779,35.43,28.34,18896,90,8,94,59,29,26,427,75,1475,7169,12188534.12,4914731.5,19658926.0
191,2013,Madurai,2246,1797,1,Residential,Standard,2,2,1,1,RCC,8086,593,26.95,21.56,14376,57,25,71,44,22,19,464,58,1239,7790,8155504.8,3288510.0,13154040.0
192,2017,Erode,1998,1599,2,Residential,Luxury,1,1,1,1,RCC,7195,527,23.98,19.19,12792,81,11,63,39,19,17,404,61,1566,7370,14418630.72,5813964.0,23255856.0
193,2018,Chennai,2397,1918,1,Residential,Luxury,4,4,1,1,RCC,8631,632,28.77,23.02,15344,40,11,76,47,23,21,411,62,2309,11848,17295143.04,6973848.0,27895392.0
194,2015,Tiruppur,2163,1731,1,Residential,Luxury,2,2,1,1,RCC,7789,571,25.96,20.77,13848,27,28,69,43,21,19,409,80,2061,11890,14218018.56,5733072.0,22932288.0
195,2020,Salem,3690,2952,1,Residential,Economy,4,4,1,1,RCC,13284,974,44.28,35.42,23616,55,18,118,73,36,32,451,71,2355,9626,13141123.2,5298840.0,21195360.0
196,2014,Erode,3050,2440,3,Residential,Premium,1,1,1,1,RCC,10980,805,36.6,29.28,19520,70,15,97,61,30,27,414,79,2495,7094,17723964.8,7146760.0,28587040.0
197,2020,Salem,2865,2292,1,Residential,Standard,5,4,1,1,RCC,10314,756,34.38,27.5,18336,50,24,91,57,28,25,445,58,1661,8142,9481178.88,3823056.0,15292224.0
198,2011,Tiruppur,3153,2523,2,Residential,Economy,4,4,1,1,RCC,11353,832,37.84,30.28,20184,59,29,100,63,31,28,439,66,2486,11442,8415718.8,3393435.0,13573740.0
199,2026,Chennai,1182,946,3,Residential,Premium,1,1,1,1,RCC,4257,312,14.19,11.35,7568,80,15,37,23,11,10,365,67,1431,9501,4881605.96,1968389.5,7873558.0
200,2026,Madurai,2778,2223,3,Residential,Economy,2,2,1,1,RCC,10003,733,33.34,26.68,17784,35,22,88,55,27,24,435,75,1503,10604,7415038.8,2989935.0,11959740.0
201,2019,Madurai,1633,1307,3,Residential,Premium,2,2,1,1,RCC,5881,431,19.61,15.68,10456,56,10,52,32,16,14,454,75,1788,10720,8859447.22,3572357.75,14289431.0
202,2024,Trichy,2133,1707,3,Residential,Standard,4,4,1,1,RCC,7681,563,25.61,20.48,13656,63,27,68,42,21,18,421,73,1835,7253,9118657.44,3676878.0,14707512.0
203,2022,Trichy,2240,1792,2,Residential,Standard,2,2,1,1,RCC,8064,591,26.88,21.5,14336,75,8,71,44,22,19,405,63,1688,9653,10772643.84,4343808.0,17375232.0
204,2019,Chennai,2666,2133,2,Residential,Premium,3,3,1,1,RCC,9598,703,31.99,25.6,17064,27,13,85,53,26,23,430,60,2440,9850,12042320.76,4855774.5,19423098.0
205,2021,Erode,3252,2602,3,Residential,Luxury,1,1,1,1,RCC,11709,858,39.03,31.22,20816,38,24,104,65,32,28,388,79,1516,10414,22417583.04,9039348.0,36157392.0
206,2018,Tiruppur,2725,2180,3,Residential,Standard,3,3,1,1,RCC,9810,719,32.7,26.16,17440,37,23,87,54,27,24,394,78,2494,8042,10185657.6,4107120.0,16428480.0
207,2025,Salem,3113,2491,1,Residential,Luxury,1,1,1,1,RCC,11209,822,37.37,29.89,19928,44,21,99,62,31,27,468,66,2472,11975,15956947.44,6434253.0,25737012.0
208,2021,Madurai,1567,1254,2,Residential,Luxury,4,4,1,1,RCC,5643,413,18.81,15.05,10032,70,20,50,31,15,13,427,75,2419,10149,9544344.48,3848526.0,15394104.0
209,2019,Coimbatore,2647,2118,1,Residential,Luxury,4,4,1,1,RCC,9531,698,31.77,25.42,16944,63,12,84,52,26,23,415,76,1972,11764,18247671.36,7357932.0,29431728.0
210,2020,Coimbatore,2187,1750,1,Residential,Premium,3,3,1,1,RCC,7875,577,26.25,21.0,14000,79,8,70,43,21,19,363,59,1725,11627,10163195.0,4098062.5,16392250.0
211,2026,Tiruppur,3546,2837,2,Residential,Premium,5,4,1,1,RCC,12766,936,42.55,34.04,22696,80,20,113,70,35,31,419,69,1283,11871,19230491.02,7754230.25,31016921.0
212,2017,Chennai,2797,2238,2,Residential,Economy,1,1,1,1,RCC,10071,738,33.57,26.86,17904,77,19,89,55,27,24,424,70,2528,11598,11211484.8,4520760.0,18083040.0
213,2024,Tiruppur,1788,1431,1,Residential,Luxury,4,4,1,1,RCC,6439,472,21.46,17.17,11448,68,30,57,35,17,15,427,81,1388,8398,11753890.56,4739472.0,18957888.0
214,2026,Coimbatore,2856,2285,2,Residential,Economy,3,3,1,1,RCC,10282,754,34.27,27.42,18280,39,28,91,57,28,25,397,80,1903,11168,9661894.0,3895925.0,15583700.0
215,2016,Trichy,3153,2523,3,Residential,Premium,2,2,1,1,RCC,11353,832,37.84,30.28,20184,49,21,100,63,31,28,383,59,2490,11628,18326870.16,7389867.0,29559468.0
216,2010,Tiruppur,1545,1236,2,Residential,Economy,5,4,1,1,RCC,5562,407,18.54,14.83,9888,25,17,49,30,15,13,450,80,2332,7032,5778052.8,2329860.0,9319440.0
217,2016,Coimbatore,2558,2047,2,Residential,Economy,1,1,1,1,RCC,9211,675,30.7,24.56,16376,88,25,81,51,25,22,432,66,2524,11353,6599528.0,2661100.0,10644400.0
218,2013,Coimbatore,3632,2906,1,Residential,Standard,5,4,1,1,RCC,13077,958,43.59,34.87,23248,45,24,116,72,36,32,457,74,1418,7237,16301962.56,6573372.0,26293488.0
219,2023,Tiruppur,1512,1210,1,Residential,Luxury,2,2,1,1,RCC,5445,399,18.15,14.52,9680,32,28,48,30,15,13,361,79,2385,9644,10424779.2,4203540.0,16814160.0
220,2015,Chennai,1736,1389,3,Residential,Premium,2,2,1,1,RCC,6250,458,20.84,16.67,11112,59,28,55,34,17,15,372,76,1329,9858,8291441.04,3343323.0,13373292.0
221,2011,Coimbatore,1981,1585,2,Residential,Luxury,5,4,1,1,RCC,7132,523,23.77,19.02,12680,75,26,63,39,19,17,457,59,2100,7447,9198072.0,3708900.0,14835600.0
222,2015,Madurai,2220,1776,1,Residential,Economy,2,2,1,1,RCC,7992,586,26.64,21.31,14208,25,22,71,44,22,19,398,71,2434,9064,6716832.0,2708400.0,10833600.0
223,2023,Madurai,3536,2829,1,Residential,Luxury,2,2,1,1,RCC,12730,933,42.43,33.95,22632,76,30,113,70,35,31,422,58,1698,7716,20395279.44,8223903.0,32895612.0
224,2010,Madurai,1887,1510,1,Residential,Luxury,3,3,1,1,RCC,6795,498,22.65,18.12,12080,75,25,60,37,18,16,406,61,1886,11372,10279476.0,4144950.0,16579800.0
225,2023,Tiruppur,2973,2379,2,Residential,Economy,4,4,1,1,RCC,10705,785,35.68,28.55,19032,69,25,95,59,29,26,391,70,1591,10825,8466385.2,3413865.0,13655460.0
226,2018,Erode,2451,1961,2,Residential,Luxury,2,2,1,1,RCC,8824,647,29.41,23.53,15688,28,18,78,49,24,21,463,62,1695,8063,11774000.88,4747581.0,18990324.0
227,2024,Tiruppur,1473,1179,1,Residential,Standard,3,3,1,1,RCC,5305,389,17.68,14.15,9432,55,13,47,29,14,13,407,69,1643,10319,6771798.72,2730564.0,10922256.0
228,2025,Trichy,2928,2343,3,Residential,Standard,5,4,1,1,RCC,10543,773,35.14,28.12,18744,51,15,93,58,29,26,469,72,2583,8072,11888569.44,4793778.0,19175112.0
229,2022,Trichy,2335,1868,3,Residential,Premium,4,4,1,1,RCC,8406,616,28.02,22.42,14944,90,14,74,46,23,20,376,82,1451,11202,10848484.72,4374389.0,17497556.0
230,2014,Madurai,1467,1174,3,Residential,Luxury,3,3,1,1,RCC,5283,387,17.61,14.09,9392,26,20,46,29,14,13,450,60,1562,8896,6812956.8,2747160.0,10988640.0
231,2026,Tiruppur,2642,2114,1,Residential,Economy,1,1,1,1,RCC,9513,697,31.71,25.37,16912,63,14,84,52,26,23,368,80,1837,7720,9410682.4,3794630.0,15178520.0
232,2021,Salem,2158,1727,2,Residential,Luxury,2,2,1,1,RCC,7771,569,25.9,20.72,13816,84,28,69,43,21,19,440,62,1766,8445,13144404.24,5300163.0,21200652.0
233,2024,Coimbatore,1151,921,2,Residential,Luxury,3,3,1,1,RCC,4144,303,13.81,11.05,7368,76,19,36,23,11,10,440,61,1572,9387,5344747.2,2155140.0,8620560.0
234,2022,Chennai,1588,1271,2,Residential,Standard,5,4,1,1,RCC,5719,419,19.06,15.25,10168,45,21,50,31,15,14,385,82,1820,8279,5087457.12,2051394.0,8205576.0
235,2017,Trichy,2948,2359,3,Residential,Premium,1,1,1,1,RCC,10615,778,35.38,28.31,18872,88,30,94,58,29,26,426,66,2090,11712,12936520.1,5216338.75,20865355.0
236,2011,Coimbatore,2786,2229,1,Residential,Premium,1,1,1,1,RCC,10030,735,33.44,26.75,17832,39,9,89,55,27,24,461,68,1630,9831,10780825.98,4347107.25,17388429.0
237,2026,Chennai,1440,1152,2,Residential,Standard,4,4,1,1,RCC,5184,380,17.28,13.82,9216,69,21,46,28,14,12,416,68,2230,10709,5691064.32,2294784.0,9179136.0
238,2014,Salem,3603,2883,1,Residential,Luxury,2,2,1,1,RCC,12973,951,43.24,34.6,23064,49,9,115,72,36,32,449,75,1734,8429,25996818.24,10482588.0,41930352.0
239,2011,Coimbatore,1837,1470,3,Residential,Premium,2,2,1,1,RCC,6615,485,22.05,17.64,11760,70,19,58,36,18,16,412,60,1612,9544,8537083.8,3442372.5,13769490.0
240,2017,Chennai,1701,1361,1,Residential,Luxury,4,4,1,1,RCC,6124,449,20.41,16.33,10888,90,30,54,34,17,15,416,62,2512,9879,9811938.96,3956427.0,15825708.0
241,2013,Trichy,2532,2026,1,Residential,Standard,2,2,1,1,RCC,9117,668,30.39,24.31,16208,79,13,81,50,25,22,446,79,1517,11904,10551408.0,4254600.0,17018400.0
242,2010,Madurai,3360,2688,2,Residential,Economy,2,2,1,1,RCC,12096,887,40.32,32.26,21504,87,14,107,67,33,29,365,59,1775,9489,11365939.2,4583040.0,18332160.0
243,2015,Madurai,2008,1607,1,Residential,Luxury,3,3,1,1,RCC,7231,530,24.11,19.28,12856,81,22,64,40,20,17,432,69,1792,8377,10294184.88,4150881.0,16603524.0
244,2012,Erode,1367,1094,1,Residential,Luxury,1,1,1,1,RCC,4923,361,16.41,13.13,8752,67,26,43,27,13,12,393,61,2521,11004,9645141.6,3889170.0,15556680.0
245,2021,Chennai,3222,2578,2,Residential,Premium,2,2,1,1,RCC,11601,850,38.67,30.94,20624,61,28,103,64,32,28,438,81,2536,9059,12051634.4,4859530.0,19438120.0
246,2022,Tiruppur,2258,1807,1,Residential,Economy,2,2,1,1,RCC,8131,596,27.11,21.68,14456,43,17,72,45,22,20,407,63,2506,11304,5825768.0,2349100.0,9396400.0
247,2015,Erode,1862,1490,1,Residential,Premium,3,3,1,1,RCC,6705,491,22.35,17.88,11920,70,18,59,37,18,16,389,69,1479,11514,9858793.6,3975320.0,15901280.0
248,2013,Trichy,2890,2312,2,Residential,Economy,2,2,1,1,RCC,10404,762,34.68,27.74,18496,76,9,92,57,28,25,387,73,2066,11092,7711907.2,3109640.0,12438560.0
249,2017,Coimbatore,1806,1445,2,Residential,Economy,5,4,1,1,RCC,6502,476,21.68,17.34,11560,42,22,57,36,18,16,441,70,1383,7327,5303728.0,2138600.0,8554400.0
250,2010,Chennai,3250,2600,2,Residential,Standard,2,2,1,1,RCC,11700,858,39.0,31.2,20800,90,21,104,65,32,28,378,67,1347,7453,13888992.0,5600400.0,22401600.0
251,2024,Chennai,3633,2907,3,Residential,Premium,4,4,1,1,RCC,13081,959,43.6,34.88,23256,47,13,116,72,36,32,408,67,1208,10630,14530465.08,5859058.5,23436234.0
252,2020,Trichy,2781,2225,3,Residential,Luxury,2,2,1,1,RCC,10012,734,33.38,26.7,17800,83,21,89,55,27,24,428,78,1516,10287,13806036.0,5566950.0,22267800.0
253,2021,Salem,1416,1133,1,Residential,Premium,3,3,1,1,RCC,5098,373,17.0,13.6,9064,42,17,45,28,14,12,470,68,2286,7228,7679995.18,3096772.25,12387089.0
254,2021,Trichy,1966,1573,1,Residential,Economy,4,4,1,1,RCC,7078,519,23.59,18.88,12584,78,19,62,39,19,17,427,65,2356,10615,5773539.2,2328040.0,9312160.0
255,2016,Trichy,3028,2423,2,Residential,Standard,1,1,1,1,RCC,10903,799,36.34,29.08,19384,39,15,96,60,30,26,470,66,2530,7777,10996543.2,4434090.0,17736360.0
256,2024,Coimbatore,1960,1568,3,Residential,Luxury,3,3,1,1,RCC,7056,517,23.52,18.82,12544,39,24,62,39,19,17,435,76,1364,10342,11304276.48,4558176.0,18232704.0
257,2013,Salem,1375,1100,2,Residential,Economy,2,2,1,1,RCC,4950,363,16.5,13.2,8800,75,25,44,27,13,12,381,64,2353,10892,5510560.0,2222000.0,8888000.0
258,2017,Chennai,1476,1181,1,Residential,Economy,3,3,1,1,RCC,5314,389,17.71,14.17,9448,72,9,47,29,14,13,361,80,2417,8745,5389139.2,2173040.0,8692160.0
259,2012,Trichy,3352,2682,2,Residential,Standard,1,1,1,1,RCC,12069,885,40.23,32.18,21456,50,26,107,67,33,29,374,81,1926,8376,15045376.32,6066684.0,24266736.0
260,2013,Coimbatore,2878,2303,3,Residential,Economy,3,3,1,1,RCC,10363,759,34.55,27.64,18424,72,24,92,57,28,25,454,74,1931,11005,9480990.4,3822980.0,15291920.0
261,2020,Tiruppur,1222,978,3,Residential,Economy,3,3,1,1,RCC,4401,322,14.67,11.74,7824,39,9,39,24,12,10,446,65,1721,9902,4353664.8,1755510.0,7022040.0
262,2013,Tiruppur,1988,1591,3,Residential,Economy,4,4,1,1,RCC,7159,525,23.86,19.09,12728,27,23,63,39,19,17,374,60,1729,8517,7615162.4,3070630.0,12282520.0
263,2018,Trichy,1768,1415,3,Residential,Luxury,3,3,1,1,RCC,6367,466,21.22,16.98,11320,59,22,56,35,17,15,361,58,1901,8236,9348508.8,3769560.0,15078240.0
264,2012,Coimbatore,3493,2795,3,Residential,Economy,4,4,1,1,RCC,12577,922,41.92,33.54,22360,75,23,111,69,34,31,380,80,2118,10222,9323002.0,3759275.0,15037100.0
265,2020,Trichy,2172,1738,3,Residential,Economy,5,4,1,1,RCC,7821,573,26.07,20.86,13904,52,17,69,43,21,19,376,76,2479,7357,7736880.8,3119710.0,12478840.0
266,2024,Salem,2081,1665,1,Residential,Luxury,3,3,1,1,RCC,7492,549,24.97,19.98,13320,70,18,66,41,20,18,360,68,2386,10960,13006980.0,5244750.0,20979000.0
267,2011,Erode,2708,2167,1,Residential,Standard,1,1,1,1,RCC,9751,715,32.5,26.0,17336,43,29,86,54,27,24,378,66,1987,9239,12446554.56,5018772.0,20075088.0
268,2014,Erode,1325,1060,3,Residential,Premium,3,3,1,1,RCC,4770,349,15.9,12.72,8480,29,25,42,26,13,11,458,61,1608,10491,7699755.2,3104740.0,12418960.0
269,2012,Madurai,1506,1205,2,Residential,Standard,3,3,1,1,RCC,5422,397,18.07,14.46,9640,68,19,48,30,15,13,425,78,1702,9870,5307398.4,2140080.0,8560320.0
270,2025,Trichy,3077,2462,2,Residential,Premium,1,1,1,1,RCC,11079,812,36.93,29.54,19696,72,15,98,61,30,27,463,65,1915,8235,15493366.0,6247325.0,24989300.0
271,2024,Salem,1693,1355,1,Residential,Luxury,1,1,1,1,RCC,6097,447,20.32,16.26,10840,63,13,54,33,16,15,435,60,1494,9469,11129644.8,4487760.0,17951040.0
272,2016,Trichy,2578,2063,2,Residential,Premium,5,4,1,1,RCC,9283,680,30.95,24.76,16504,35,26,82,51,25,22,382,67,2388,9895,10311781.72,4157976.5,16631906.0
273,2020,Coimbatore,3395,2716,2,Residential,Economy,4,4,1,1,RCC,12222,896,40.74,32.59,21728,60,16,108,67,33,30,429,58,1537,9195,13302968.0,5364100.0,21456400.0
274,2022,Salem,2212,1770,3,Residential,Standard,1,1,1,1,RCC,7965,584,26.55,21.24,14160,50,27,70,44,22,19,396,74,2527,7815,7084814.4,2856780.0,11427120.0
275,2012,Chennai,2006,1605,1,Residential,Standard,1,1,1,1,RCC,7222,529,24.07,19.26,12840,68,12,64,40,20,17,360,64,1754,11398,6424365.6,2590470.0,10361880.0
276,2020,Madurai,1076,861,3,Residential,Economy,3,3,1,1,RCC,3874,284,12.91,10.33,6888,28,28,34,21,10,9,422,70,2448,9767,3352389.6,1351770.0,5407080.0
277,2020,Tiruppur,1892,1514,1,Residential,Economy,4,4,1,1,RCC,6813,499,22.71,18.17,12112,88,27,60,37,18,16,411,66,2148,7111,5219060.8,2104460.0,8417840.0
278,2023,Trichy,1131,905,2,Residential,Premium,5,4,1,1,RCC,4072,298,13.57,10.86,7240,67,13,36,22,11,10,371,58,1519,8724,4377141.1,1764976.25,7059905.0
279,2023,Madurai,1730,1384,3,Residential,Premium,1,1,1,1,RCC,6228,456,20.76,16.61,11072,44,29,55,34,17,15,437,76,1877,8884,8933470.88,3602206.0,14408824.0
280,2024,Trichy,2320,1856,3,Residential,Economy,4,4,1,1,RCC,8352,612,27.84,22.27,14848,60,19,74,46,23,20,426,74,1761,8080,7847910.4,3164480.0,12657920.0
281,2021,Coimbatore,2293,1835,1,Residential,Luxury,5,4,1,1,RCC,8257,605,27.52,22.02,14680,54,20,73,45,22,20,456,60,1257,8098,11754716.4,4739805.0,18959220.0
282,2018,Trichy,1625,1300,1,Residential,Standard,5,4,1,1,RCC,5850,429,19.5,15.6,10400,71,12,52,32,16,14,382,81,1531,11329,5899920.0,2379000.0,9516000.0
283,2016,Erode,1147,918,2,Residential,Luxury,2,2,1,1,RCC,4131,302,13.77,11.02,7344,69,20,36,22,11,10,418,64,1863,7216,8093455.2,3263490.0,13053960.0
284,2021,Chennai,1551,1241,3,Residential,Economy,1,1,1,1,RCC,5584,409,18.61,14.89,9928,54,26,49,31,15,13,408,71,1969,8835,5662931.2,2283440.0,9133760.0
285,2017,Coimbatore,1156,925,2,Residential,Premium,1,1,1,1,RCC,4162,305,13.88,11.1,7400,70,14,37,23,11,10,401,82,2071,9282,6270075.5,2528256.25,10113025.0
